comparison,parameter,cued_mean,spontaneous_mean,diff_mean,hdi_94_lo,hdi_94_hi,credible,2_mean,3_mean
cued - spontaneous,tau,29.35097756463152,24.03854917228114,5.312428392350382,3.4726016731063893,7.081979866397422,True,,
cued - spontaneous,s,0.17554200632340877,0.17486503690801344,0.0006769694153953344,-0.024240524263438423,0.027654331710828706,False,,
cued - spontaneous,sigma_sw,0.44963089605875495,0.4464890271843752,0.00314186887437968,-0.09989358228540746,0.10615701088434204,False,,
cued - spontaneous,sigma_0,0.7467848518723588,0.8249364792607378,-0.07815162738837893,-0.10875420950884251,-0.0469782668071953,True,,
2 - 3,tau,,,-2.64412900602635,-4.51820665689533,-0.9218870471271181,True,25.394711730044758,28.0388407360711
2 - 3,s,,,-0.00016299273864983765,-0.024303315501216033,0.026027899464257737,False,0.1748127108403563,0.17497570357900616
2 - 3,sigma_sw,,,0.007231924763328564,-0.09863188051776689,0.115297090553166,False,0.45117359820731373,0.44394167344398516
2 - 3,sigma_0,,,-0.029868552729925252,-0.06025790029083167,0.0014426613027334056,False,0.770290118083908,0.8001586708138333
