subject,phase,trial,condition,meter,bpm,switch_time,tap_idx,tap_time_s,peak_amp,rms_db
sub01,test,1,spontaneous,3,120.0,0,0,0.4939375,267.0,24.222215254964002
sub01,test,1,spontaneous,3,120.0,0,1,1.3689375,117.0,26.34939560526609
sub01,test,1,spontaneous,3,120.0,0,2,1.9131458333333333,357.0,26.598422803008287
sub01,test,1,spontaneous,3,120.0,0,3,2.426083333333333,176.0,29.664963269757415
sub01,test,1,spontaneous,3,120.0,0,4,2.8724583333333333,206.0,26.735610060145977
sub01,test,1,spontaneous,3,120.0,0,5,3.372875,255.0,22.75452128638046
sub01,test,1,spontaneous,3,120.0,0,6,3.9210416666666665,127.0,26.793559625243496
sub01,test,1,spontaneous,3,120.0,0,7,4.3214375,195.0,27.839154841118116
sub01,test,1,spontaneous,3,120.0,0,8,4.844375,280.0,23.756648838259352
sub01,test,1,spontaneous,3,120.0,0,9,5.364645833333333,174.0,28.894246573721965
sub01,test,1,spontaneous,3,120.0,0,10,5.782604166666666,152.0,28.366682178701822
sub01,test,1,spontaneous,3,120.0,0,11,6.3836458333333335,333.0,21.263388864289283
sub01,test,1,spontaneous,3,120.0,0,12,6.938375,176.0,30.303964572380675
sub01,test,1,spontaneous,3,120.0,0,13,7.347458333333333,221.0,20.305547476499683
sub01,test,1,spontaneous,3,120.0,0,14,7.816208333333333,429.0,24.560970466483663
sub01,test,1,spontaneous,3,120.0,0,15,8.413354166666666,152.0,29.051903984592045
sub01,test,1,spontaneous,3,120.0,0,16,9.255479166666667,412.0,23.08967339133424
sub01,test,1,spontaneous,3,120.0,0,17,9.7205,91.0,24.713059753769212
sub01,test,1,spontaneous,3,120.0,0,18,10.0696875,142.0,29.03980282292045
sub01,test,1,spontaneous,3,120.0,0,19,10.502166666666668,287.0,23.928715248686355
sub01,test,1,spontaneous,3,120.0,0,20,10.9330625,176.0,31.605398071906684
sub01,test,1,spontaneous,3,120.0,0,21,11.302541666666666,118.0,26.89947963990604
sub01,test,1,spontaneous,3,120.0,0,22,11.819291666666667,400.0,28.134067614367634
sub01,test,1,spontaneous,3,120.0,0,23,12.750229166666667,132.0,27.74655828549335
sub01,test,1,spontaneous,3,120.0,0,24,13.148125,151.0,26.32050055687682
sub01,test,1,spontaneous,3,120.0,0,25,13.581125,107.0,30.208640308964718
sub01,test,1,spontaneous,3,120.0,0,26,13.960208333333334,91.0,23.223930352157712
sub01,test,1,spontaneous,3,120.0,0,27,14.465645833333333,183.0,28.66637620582165
sub01,test,1,spontaneous,3,120.0,0,28,14.9318125,106.0,25.265384987504223
sub01,test,1,spontaneous,3,120.0,0,29,15.3244375,101.0,25.355340974473314
sub01,test,1,spontaneous,3,120.0,0,30,15.730125,200.0,20.23535379267118
sub01,test,1,spontaneous,3,120.0,0,31,16.249791666666667,158.0,34.760758812726266
sub01,test,1,spontaneous,3,120.0,0,32,16.662229166666666,147.0,27.695265583869094
sub01,test,1,spontaneous,3,120.0,0,33,17.107520833333332,118.0,28.17956759601092
sub01,test,1,spontaneous,3,120.0,0,34,17.570166666666665,148.0,29.95662611313061
sub01,test,1,spontaneous,3,120.0,0,35,17.879895833333332,88.0,32.20677653226637
sub01,test,1,spontaneous,3,120.0,0,36,18.3649375,188.0,27.8625439578978
sub01,test,1,spontaneous,3,120.0,0,37,18.920666666666666,95.0,24.626444025829052
sub01,test,1,spontaneous,3,120.0,0,38,19.628229166666667,266.0,24.13829267383866
sub01,test,1,spontaneous,3,120.0,0,39,20.111,183.0,29.514032976073604
sub01,test,1,spontaneous,3,120.0,0,40,20.437604166666667,127.0,26.88404371246815
sub01,test,1,spontaneous,3,120.0,0,41,20.965645833333333,489.0,23.48168245452799
sub01,test,1,spontaneous,3,120.0,0,42,21.446833333333334,179.0,29.398304409470633
sub01,test,1,spontaneous,3,120.0,0,43,21.815958333333334,103.0,25.017674764897933
sub01,test,1,spontaneous,3,120.0,0,44,22.344125,236.0,23.714065414779352
sub01,test,1,spontaneous,3,120.0,0,45,22.844541666666668,190.0,26.055840987396994
sub01,test,1,spontaneous,3,120.0,0,46,23.549625,274.0,25.73370476814572
sub01,test,1,spontaneous,3,120.0,0,47,24.100458333333332,232.0,22.81339589722276
sub01,test,1,spontaneous,3,120.0,0,48,24.4108125,121.0,35.73238117324939
sub01,test,1,spontaneous,3,120.0,0,49,24.94525,456.0,29.069837686245116
sub01,test,1,spontaneous,3,120.0,0,50,25.4195625,161.0,27.982774491227534
sub01,test,1,spontaneous,3,120.0,0,51,26.062041666666666,371.0,21.93889507574841
sub01,test,1,spontaneous,3,120.0,0,52,26.557666666666666,208.0,17.64253989453321
sub01,test,1,spontaneous,3,120.0,0,53,26.8721875,93.0,29.092799761447022
sub01,test,1,spontaneous,3,120.0,0,54,27.340916666666665,258.0,18.31803143236338
sub01,test,1,spontaneous,3,120.0,0,55,27.9125,185.0,28.358948144556756
sub01,test,1,spontaneous,3,120.0,0,56,28.26625,186.0,28.10098507688309
sub01,test,1,spontaneous,3,120.0,0,57,28.686625,405.0,27.29001583502197
sub01,test,1,spontaneous,3,120.0,0,58,29.196145833333333,383.0,23.863800459217877
sub01,test,1,spontaneous,3,120.0,0,59,29.618479166666667,137.0,26.98383310678066
sub01,test,2,cued,3,104.0,14,0,0.5830833333333333,75.0,24.463882864508975
sub01,test,2,cued,3,104.0,14,1,1.0415416666666666,68.0,25.047803691823788
sub01,test,2,cued,3,104.0,14,2,1.7066875,207.0,23.119774239687814
sub01,test,2,cued,3,104.0,14,3,3.3908958333333334,83.0,25.159676217745286
sub01,test,2,cued,3,104.0,14,4,5.161875,117.0,26.135320461904055
sub01,test,2,cued,3,104.0,14,5,5.817208333333333,98.0,26.76687260243922
sub01,test,2,cued,3,104.0,14,6,6.295458333333333,87.0,24.75050410637266
sub01,test,2,cued,3,104.0,14,7,6.919125,166.0,30.01929524127966
sub01,test,2,cued,3,104.0,14,8,7.525625,84.0,27.123579464760347
sub01,test,2,cued,3,104.0,14,9,8.52925,176.0,29.43662111780885
sub01,test,2,cued,3,104.0,14,10,9.1258125,123.0,27.526192317343007
sub01,test,2,cued,3,104.0,14,11,9.621583333333334,93.0,25.484226902451223
sub01,test,2,cued,3,104.0,14,12,10.2295625,193.0,22.79940889439679
sub01,test,2,cued,3,104.0,14,13,10.929416666666667,75.0,23.194747579856877
sub01,test,2,cued,3,104.0,14,14,12.0293125,154.0,27.81780797483393
sub01,test,2,cued,3,104.0,14,15,13.744625,172.0,28.722016105960723
sub01,test,2,cued,3,104.0,14,16,15.170395833333334,92.0,23.71297525862696
sub01,test,2,cued,3,104.0,14,17,15.695645833333334,76.0,25.47420851175364
sub01,test,2,cued,3,104.0,14,18,16.2285625,143.0,29.306038117591214
sub01,test,2,cued,3,104.0,14,19,16.816458333333333,97.0,29.702206019689715
sub01,test,2,cued,3,104.0,14,20,17.427208333333333,91.0,25.111496375962965
sub01,test,2,cued,3,104.0,14,21,18.488604166666665,77.0,25.42373233622836
sub01,test,2,cued,3,104.0,14,22,20.2183125,85.0,23.211465964380285
sub01,test,2,cued,3,104.0,14,23,20.817979166666667,88.0,24.481983586402578
sub01,test,2,cued,3,104.0,14,24,22.004354166666666,71.0,27.236705540423266
sub01,test,2,cued,3,104.0,14,25,22.5398125,166.0,28.413442601472095
sub01,test,2,cued,3,104.0,14,26,23.110666666666667,119.0,26.441950580553282
sub01,test,2,cued,3,104.0,14,27,24.295083333333334,85.0,25.405562624681085
sub01,test,2,cued,3,104.0,14,28,24.866895833333334,72.0,28.333534395743413
sub01,test,2,cued,3,104.0,14,29,25.421666666666667,111.0,27.021324311645856
sub01,test,2,cued,3,104.0,14,30,25.983854166666667,80.0,23.898512070117288
sub01,test,2,cued,3,104.0,14,31,28.2933125,77.0,24.438234263739112
sub01,test,2,cued,3,104.0,14,32,29.535958333333333,118.0,27.049121765117448
