subject,phase,trial,click_idx,click_time_s,matched_tap_time_s,matched_tap_idx,asynchrony_s,rms_db,asynchrony_ms,missed_beat,accented,condition,meter,bpm,switch_time,low_confidence_trial
sub01,test,1,0,0.0244375,,,,,,True,,spontaneous,3,120.0,0,True
sub01,test,1,1,0.5244375,0.4939375,0.0,-0.030500000000000027,-56.93272476394533,-30.50000000000003,False,1.0,spontaneous,3,120.0,0,True
sub01,test,1,2,1.0244375,,,,,,True,,spontaneous,3,120.0,0,True
sub01,test,1,3,1.5244375,1.3689375,1.0,-0.15549999999999997,-63.959603369303366,-155.49999999999997,False,0.0,spontaneous,3,120.0,0,True
sub01,test,1,4,2.0244375,1.9131458333333333,2.0,-0.11129166666666657,-56.242858829509494,-111.29166666666657,False,1.0,spontaneous,3,120.0,0,True
sub01,test,1,5,2.5244375,2.426083333333333,3.0,-0.09835416666666674,-60.64403542618109,-98.35416666666674,False,0.0,spontaneous,3,120.0,0,True
sub01,test,1,6,3.0244375,2.8724583333333333,4.0,-0.15197916666666655,-59.68598922863505,-151.97916666666654,False,1.0,spontaneous,3,120.0,0,True
sub01,test,1,7,3.5244375,3.372875,5.0,-0.15156249999999982,-58.26941265026144,-151.56249999999983,False,1.0,spontaneous,3,120.0,0,True
sub01,test,1,8,4.0244375,3.9210416666666665,6.0,-0.1033958333333338,-63.5154390462706,-103.3958333333338,False,0.0,spontaneous,3,120.0,0,True
sub01,test,1,9,4.5244375,,,,,,True,,spontaneous,3,120.0,0,True
sub01,test,1,10,5.0244375,4.844375,8.0,-0.18006250000000001,-58.02023365666648,-180.0625,False,1.0,spontaneous,3,120.0,0,True
sub01,test,1,11,5.5244375,5.364645833333333,9.0,-0.159791666666667,-61.41475240010897,-159.791666666667,False,0.0,spontaneous,3,120.0,0,True
sub01,test,1,12,6.0244375,,,,,,True,,spontaneous,3,120.0,0,True
sub01,test,1,13,6.5244375,6.3836458333333335,11.0,-0.14079166666666687,-56.657307942486696,-140.79166666666686,False,1.0,spontaneous,3,120.0,0,True
sub01,test,1,14,7.0244375,6.938375,12.0,-0.0860625000000006,-60.005033641970556,-86.0625000000006,False,1.0,spontaneous,3,120.0,0,True
sub01,test,1,15,7.5244375,7.347458333333333,13.0,-0.17697916666666735,-59.51879477424519,-176.97916666666737,False,1.0,spontaneous,3,120.0,0,True
sub01,test,1,16,8.0244375,,,,,,True,,spontaneous,3,120.0,0,True
sub01,test,1,17,8.5244375,8.413354166666666,15.0,-0.1110833333333332,-61.25709469046184,-111.0833333333332,False,0.0,spontaneous,3,120.0,0,True
sub01,test,1,18,9.0244375,,,,,,True,,spontaneous,3,120.0,0,True
sub01,test,1,19,9.5244375,9.7205,17.0,0.19606250000000003,-65.59593890079927,196.06250000000003,False,0.0,spontaneous,3,120.0,0,True
sub01,test,1,20,10.0244375,10.0696875,18.0,0.04525000000000112,-61.26919615984107,45.25000000000112,False,0.0,spontaneous,3,120.0,0,True
sub01,test,1,21,10.5244375,10.502166666666668,19.0,-0.022270833333331908,-58.113301179828525,-22.270833333331908,False,1.0,spontaneous,3,120.0,0,True
sub01,test,1,22,11.0244375,10.9330625,20.0,-0.09137499999999932,-58.70360039846786,-91.37499999999932,False,1.0,spontaneous,3,120.0,0,True
