subject,phase,trial,condition,n_clicks,expected_n_clicks,click_ioi_std_ms,click_flagged,n_taps,snr_ratio,bleed_frac,bleed_flagged,low_confidence_trial,duration_diff_ms
sub01,test,1,spontaneous,0,60,,True,60,,0.0,False,True,0.35416666666776564
sub01,test,2,cued,0,52,,True,33,,0.0,False,True,28.31249999999841
sub01,test,3,cued,0,54,,True,24,,0.0,False,True,13.979166666665321
sub01,test,4,spontaneous,0,57,,True,41,,0.0,False,True,0.35416666666776564
sub01,test,5,spontaneous,0,54,,True,10,,0.0,False,True,0.35416666666776564
sub01,test,6,spontaneous,0,56,,True,1,,0.0,False,True,0.35416666666776564
sub01,test,7,cued,0,56,,True,13,,0.0,False,True,28.31249999999841
sub01,test,8,spontaneous,0,56,,True,21,,0.0,False,True,0.35416666666776564
sub01,test,9,spontaneous,0,50,,True,10,,0.0,False,True,0.35416666666776564
sub01,test,10,cued,0,56,,True,8,,0.0,False,True,28.31249999999841
sub01,test,11,spontaneous,0,52,,True,5,,0.0,False,True,0.35416666666776564
sub01,test,12,spontaneous,0,60,,True,2,,0.0,False,True,0.35416666666776564
sub01,test,13,cued,0,50,,True,8,,0.0,False,True,28.31249999999841
sub01,test,14,cued,0,52,,True,5,,0.0,False,True,28.31249999999841
sub01,test,15,spontaneous,0,52,,True,7,,0.0,False,True,0.35416666666776564
sub01,test,16,cued,0,56,,True,18,,0.0,False,True,28.31249999999841
sub01,test,17,spontaneous,0,56,,True,7,,0.0,False,True,0.35416666666776564
sub01,test,18,cued,0,56,,True,25,,0.0,False,True,28.31249999999841
sub01,test,19,cued,0,50,,True,8,,0.0,False,True,28.31249999999841
sub01,test,20,cued,0,57,,True,21,,0.0,False,True,28.31249999999841
