subject,phase,trial,condition,meter,bpm,switch_time,tap_idx,tap_time_s,peak_amp,rms_db
sub07,test,1,spontaneous,2,104.0,0,0,0.6770416666666667,1709.0,49.51287138982451
sub07,test,1,spontaneous,2,104.0,0,1,1.1872708333333333,10.0,6.846833184393196
sub07,test,1,spontaneous,2,104.0,0,2,2.4531875,321.0,33.44927033766042
sub07,test,1,spontaneous,2,104.0,0,3,3.0398125,699.0,42.378582726901826
sub07,test,1,spontaneous,2,104.0,0,4,3.5944166666666666,831.0,43.66121440798114
sub07,test,1,spontaneous,2,104.0,0,5,4.1715625,869.0,44.05730303926826
sub07,test,1,spontaneous,2,104.0,0,6,4.777229166666666,849.0,43.7703054212809
sub07,test,1,spontaneous,2,104.0,0,7,5.3266875,214.0,28.22735920827009
sub07,test,1,spontaneous,2,104.0,0,8,5.9160208333333335,230.0,29.071735295889436
sub07,test,1,spontaneous,2,104.0,0,9,6.511625,139.0,25.343883960817465
sub07,test,1,spontaneous,2,104.0,0,10,6.97075,162.0,26.518713704627125
sub07,test,1,spontaneous,2,104.0,0,11,7.777395833333333,205.0,27.769925928545337
sub07,test,1,spontaneous,2,104.0,0,12,8.476291666666667,886.0,44.288791926543674
sub07,test,1,spontaneous,2,104.0,0,13,8.904354166666666,181.0,28.04830132956507
sub07,test,1,spontaneous,2,104.0,0,14,9.402416666666667,158.0,26.310934129762312
sub07,test,1,spontaneous,2,104.0,0,15,9.960708333333333,626.0,41.08964850177269
sub07,test,1,spontaneous,2,104.0,0,16,10.502229166666666,211.0,29.852751832106804
sub07,test,1,spontaneous,2,104.0,0,17,11.097708333333333,146.0,26.49522130816285
sub07,test,1,spontaneous,2,104.0,0,18,11.7155,171.0,27.004404941554064
sub07,test,1,spontaneous,2,104.0,0,19,12.177458333333334,2446.0,48.639833882997685
sub07,test,1,spontaneous,2,104.0,0,20,12.710333333333333,126.0,25.32024103922321
sub07,test,1,spontaneous,2,104.0,0,21,13.700645833333333,2134.0,47.26819267299991
sub07,test,1,spontaneous,2,104.0,0,22,14.239083333333333,110.0,23.724005266633096
sub07,test,1,spontaneous,2,104.0,0,23,14.716395833333333,158.0,26.320289449420162
sub07,test,1,spontaneous,2,104.0,0,24,15.100916666666667,2315.0,47.97092672855901
sub07,test,1,spontaneous,2,104.0,0,25,15.632958333333333,210.0,29.7780359953627
sub07,test,1,spontaneous,2,104.0,0,26,16.601791666666667,1301.0,47.85571596164417
sub07,test,1,spontaneous,2,104.0,0,27,16.964333333333332,29.0,13.971430713726027
sub07,test,1,spontaneous,2,104.0,0,28,17.661791666666666,127.0,26.333941029376547
sub07,test,1,spontaneous,2,104.0,0,29,18.031,2575.0,49.174160179020994
sub07,test,1,spontaneous,2,104.0,0,30,18.505708333333335,142.0,24.79893081521071
sub07,test,1,spontaneous,2,104.0,0,31,19.408041666666666,2990.0,53.83589929980022
sub07,test,1,spontaneous,2,104.0,0,32,19.88875,151.0,27.312209901071473
sub07,test,1,spontaneous,2,104.0,0,33,20.35889583333333,736.0,42.5828480416118
sub07,test,1,spontaneous,2,104.0,0,34,21.2133125,146.0,26.5885106885251
sub07,test,1,spontaneous,2,104.0,0,35,21.6680625,288.0,31.437863238059705
sub07,test,1,spontaneous,2,104.0,0,36,22.0830625,3085.0,54.035123359162824
sub07,test,1,spontaneous,2,104.0,0,37,22.9519375,626.0,41.06025402674068
sub07,test,1,spontaneous,2,104.0,0,38,23.345270833333334,2844.0,50.14551674096761
sub07,test,1,spontaneous,2,104.0,0,39,23.7660625,185.0,27.00153651907482
sub07,test,1,spontaneous,2,104.0,0,40,24.6546875,2281.0,47.94747257307076
sub07,test,1,spontaneous,2,104.0,0,41,25.087020833333334,168.0,27.4601327281035
sub07,test,1,spontaneous,2,104.0,0,42,25.523020833333334,924.0,44.185360102766104
sub07,test,1,spontaneous,2,104.0,0,43,25.968145833333335,2792.0,49.84123596925485
sub07,test,1,spontaneous,2,104.0,0,44,26.916416666666667,184.0,28.360580517144783
sub07,test,1,spontaneous,2,104.0,0,45,27.330291666666668,2294.0,48.05568326768861
sub07,test,1,spontaneous,2,104.0,0,46,27.788416666666667,209.0,29.615321585221544
sub07,test,1,spontaneous,2,104.0,0,47,28.344395833333333,195.0,27.105234150611864
sub07,test,1,spontaneous,2,104.0,0,48,29.039229166666665,21.0,14.152284674302884
sub07,test,1,spontaneous,2,104.0,0,49,29.726,256.0,30.192040178449883
sub07,test,2,spontaneous,2,112.0,0,0,0.7629166666666667,1915.0,50.538555091942726
