subject,phase,trial,condition,n_clicks,expected_n_clicks,click_ioi_std_ms,click_flagged,n_taps,snr_ratio,bleed_frac,bleed_flagged,low_confidence_trial,duration_diff_ms
sub07,test,1,spontaneous,52,52,0.47793803417749775,False,50,1104.0767754463818,0.04,False,False,0.0
sub07,test,2,spontaneous,56,55,0.4593136898203669,False,55,1231.2627408795186,0.07272727272727272,False,False,0.0
sub07,test,3,cued,57,58,0.4588993236830096,False,57,1328.3818320169257,0.05263157894736842,False,False,0.0
sub07,test,4,cued,54,54,0.44517268691396666,False,53,1485.916286346278,0.03773584905660377,False,False,0.0
sub07,test,5,cued,56,56,0.33982783074006845,False,56,912.9671914369086,0.05357142857142857,False,False,0.0
sub07,test,6,cued,56,56,0.46118260368232955,False,54,1978.1026984734672,0.07407407407407407,False,False,0.0
sub07,test,7,spontaneous,60,59,0.4426118519925594,False,59,1931.54105377926,0.05084745762711865,False,False,0.0
sub07,test,8,spontaneous,54,53,0.22258634345688627,False,53,1839.702496456858,0.05660377358490566,False,False,0.0
sub07,test,9,spontaneous,54,53,0.4697854960991801,False,54,2204.0881487447564,0.07407407407407407,False,False,0.0
sub07,test,10,spontaneous,52,51,0.4789163839938415,False,52,2158.4738619016234,0.11538461538461539,False,False,0.0
sub07,test,11,cued,56,56,0.5120085719769023,False,56,2211.123340140621,0.05357142857142857,False,False,0.0
sub07,test,12,cued,56,56,0.456513102309555,False,54,2069.726092018925,0.018518518518518517,False,False,0.0
sub07,test,13,cued,54,54,0.4451726869137726,False,54,1700.1752355281778,0.037037037037037035,False,False,0.0
sub07,test,14,spontaneous,52,52,0.4239125508686471,False,50,1767.327618840164,0.02,False,False,0.0
sub07,test,15,spontaneous,52,52,0.47694753142650353,False,52,1581.2460478756452,0.057692307692307696,False,False,0.0
sub07,test,16,cued,50,50,0.28087559792316885,False,49,1540.8382582227864,0.061224489795918366,False,False,0.0
sub07,test,17,cued,50,50,0.4324525129629747,False,50,1733.7162983331189,0.06,False,False,0.0
sub07,test,18,cued,50,50,0.5157661672008295,False,50,1728.7436654388223,0.06,False,False,0.0
sub07,test,19,spontaneous,54,53,0.26844807964449274,False,54,2105.60347917948,0.037037037037037035,False,False,0.0
sub07,test,20,spontaneous,57,58,0.3405552363599471,False,57,2173.6655117812375,0.05263157894736842,False,False,0.0
