subject,trial,meter,switch_beat,tau_mean,tau_lo,tau_hi,max_rhat,converged
sub07,3,2,27.066666666666666,29.42810695166495,22.457504666239934,47.3527510456837,1.0235313869237246,True
sub07,4,2,21.6,31.66582946568546,19.71741454957608,53.894590988222156,1.0173257613149245,True
sub07,5,3,26.133333333333333,36.574799173786246,4.541901802599244,60.83518781291649,1.0058235138998557,True
sub07,6,3,22.4,25.8755153161525,6.334627738560584,49.669633644651924,1.0076267870300577,True
sub07,11,2,29.866666666666667,24.94938844183529,1.0115174996023728,55.20216278175779,1.0059422054777993,True
sub07,12,3,33.6,33.43648469149596,15.634797499857552,48.12682463204065,1.0037727604530373,True
sub07,13,2,32.4,25.572456854151337,1.7639422002379084,53.20566871744244,1.0075206475530112,True
sub07,16,2,23.333333333333332,28.22872880158614,7.389189910845069,47.45895460812195,1.0112991549761048,True
sub07,17,3,20.0,42.30167688149276,39.95124373887922,47.64353592932156,1.00401643356075,True
sub07,18,3,26.666666666666668,21.12949721651549,4.235176439219722,43.76625157331038,1.0028482111972452,True
