comparison,parameter,cued_mean,spontaneous_mean,diff_mean,hdi_94_lo,hdi_94_hi,credible,2_mean,3_mean
cued - spontaneous,tau,29.240338571355103,22.059467407904254,7.180871163450853,5.5639421227928665,8.769375395245511,True,,
cued - spontaneous,s,0.16403860816991592,0.1670828199110363,-0.0030442117411204157,-0.06158919952166783,0.05513671053349886,False,,
cued - spontaneous,sigma_sw,0.3930751157743556,0.42226675264571567,-0.029191636871360088,-0.27786972852820657,0.21516330395758948,False,,
cued - spontaneous,sigma_0,0.3646236726904675,0.47839640448040655,-0.11377273178993907,-0.15457341399730862,-0.074086282809943,True,,
2 - 3,tau,,,-2.3690984271419864,-3.9834627851057967,-0.6764754582009935,True,24.471756496932574,26.840854924074566
2 - 3,s,,,-0.004020731391088267,-0.0620889993178694,0.054172204145262054,False,0.16351417759416212,0.16753490898525036
2 - 3,sigma_sw,,,-0.016674499887135603,-0.2671935592929579,0.22530816864498693,False,0.39829808318762727,0.41497258307476287
2 - 3,sigma_0,,,0.03191052555031628,-0.0059606538407446785,0.07363803797280477,False,0.4376485983035039,0.4057380727531876
