subject,phase,trial,click_idx,click_time_s,matched_tap_time_s,matched_tap_idx,asynchrony_s,rms_db,asynchrony_ms,missed_beat,accented,condition,meter,bpm,switch_time,low_confidence_trial
sub06,test,1,0,0.22752083333333334,,,,,,True,,cued,2,120.0,12,False
sub06,test,1,1,0.7275208333333333,0.6954583333333333,0.0,-0.032062499999999994,36.99207836068693,-32.06249999999999,False,0.0,cued,2,120.0,12,False
sub06,test,1,2,1.2275208333333334,1.2002708333333334,1.0,-0.027249999999999996,43.08374331082937,-27.249999999999996,False,1.0,cued,2,120.0,12,False
sub06,test,1,3,1.7275208333333334,1.6752291666666668,2.0,-0.052291666666666625,31.747813756565243,-52.29166666666663,False,0.0,cued,2,120.0,12,False
sub06,test,1,4,2.227520833333333,2.197583333333333,3.0,-0.02993749999999995,43.36411462325209,-29.93749999999995,False,1.0,cued,2,120.0,12,False
sub06,test,1,5,2.727520833333333,2.7061458333333333,4.0,-0.021374999999999922,33.05663152846617,-21.374999999999922,False,0.0,cued,2,120.0,12,False
sub06,test,1,6,3.227520833333333,3.21875,5.0,-0.008770833333333172,43.5121422276152,-8.770833333333172,False,1.0,cued,2,120.0,12,False
sub06,test,1,7,3.727520833333333,3.6852708333333335,6.0,-0.04224999999999968,37.69116790250162,-42.24999999999967,False,1.0,cued,2,120.0,12,False
sub06,test,1,8,4.227520833333333,4.217625,7.0,-0.009895833333333215,43.74455281622916,-9.895833333333215,False,1.0,cued,2,120.0,12,False
sub06,test,1,9,4.727520833333333,4.699083333333333,8.0,-0.028437499999999893,32.50525038989107,-28.437499999999893,False,0.0,cued,2,120.0,12,False
sub06,test,1,10,5.227520833333333,5.199416666666667,9.0,-0.028104166666666153,43.21974188131692,-28.104166666666153,False,1.0,cued,2,120.0,12,False
sub06,test,1,11,5.727520833333333,5.6885208333333335,10.0,-0.0389999999999997,37.30616087217485,-38.9999999999997,False,0.0,cued,2,120.0,12,False
sub06,test,1,12,6.227520833333333,6.202833333333333,11.0,-0.02468749999999975,42.059762380384555,-24.68749999999975,False,1.0,cued,2,120.0,12,False
sub06,test,1,13,6.727520833333333,6.6850625,12.0,-0.042458333333333265,41.28027391206244,-42.458333333333265,False,1.0,cued,2,120.0,12,False
sub06,test,1,14,7.227520833333333,7.1790625,13.0,-0.04845833333333349,42.015590251311316,-48.45833333333349,False,1.0,cued,2,120.0,12,False
sub06,test,1,15,7.727520833333333,7.638270833333333,14.0,-0.08924999999999983,40.796090465628716,-89.24999999999983,False,1.0,cued,2,120.0,12,False
sub06,test,1,16,8.227520833333333,8.197354166666667,15.0,-0.03016666666666623,41.774555531372485,-30.16666666666623,False,1.0,cued,2,120.0,12,False
sub06,test,1,17,8.728666666666667,8.669854166666667,16.0,-0.058812500000000156,30.785570019639575,-58.812500000000156,False,0.0,cued,2,120.0,12,False
sub06,test,1,18,9.227520833333333,9.16475,17.0,-0.06277083333333344,41.26594355542019,-62.77083333333344,False,1.0,cued,2,120.0,12,False
sub06,test,1,19,9.727520833333333,9.661354166666667,18.0,-0.06616666666666582,33.691587571301476,-66.16666666666582,False,0.0,cued,2,120.0,12,False
sub06,test,1,20,10.228666666666667,10.175125,19.0,-0.05354166666666771,41.81126294943259,-53.54166666666771,False,1.0,cued,2,120.0,12,False
sub06,test,1,21,10.727520833333333,10.639395833333333,20.0,-0.08812499999999979,33.768090459093344,-88.12499999999979,False,0.0,cued,2,120.0,12,False
sub06,test,1,22,11.227520833333333,11.178854166666667,21.0,-0.04866666666666575,40.81718539099362,-48.66666666666575,False,1.0,cued,2,120.0,12,False
sub06,test,1,23,11.727520833333333,11.685729166666667,22.0,-0.04179166666666667,35.860811768058284,-41.79166666666667,False,0.0,cued,2,120.0,12,False
sub06,test,1,24,12.227520833333333,12.1985625,23.0,-0.02895833333333364,42.953064756284846,-28.95833333333364,False,1.0,cued,2,120.0,12,False
sub06,test,1,25,12.727520833333333,12.679083333333333,24.0,-0.048437500000000355,38.265966057796646,-48.437500000000355,False,1.0,cued,2,120.0,12,False
sub06,test,1,26,13.227520833333333,13.217875,25.0,-0.009645833333333798,42.07841936686773,-9.645833333333798,False,1.0,cued,2,120.0,12,False
sub06,test,1,27,13.727520833333333,13.6505,26.0,-0.07702083333333398,34.44731516773341,-77.02083333333398,False,0.0,cued,2,120.0,12,False
sub06,test,1,28,14.227520833333333,14.176229166666667,27.0,-0.05129166666666585,35.261603489802795,-51.29166666666585,False,0.0,cued,2,120.0,12,False
sub06,test,1,29,14.727520833333333,14.708020833333334,28.0,-0.019499999999998963,49.21579922290849,-19.499999999998963,False,1.0,cued,2,120.0,12,False
sub06,test,1,30,15.227520833333333,15.215145833333333,29.0,-0.012375000000000469,36.45371773402562,-12.375000000000469,False,0.0,cued,2,120.0,12,False
sub06,test,1,31,15.727520833333333,15.689895833333333,30.0,-0.03762500000000024,34.02558932274307,-37.62500000000024,False,0.0,cued,2,120.0,12,False
sub06,test,1,32,16.227520833333333,16.221041666666668,31.0,-0.006479166666665037,42.15694078689442,-6.479166666665037,False,1.0,cued,2,120.0,12,False
sub06,test,1,33,16.727520833333333,16.705041666666666,32.0,-0.022479166666666828,37.511098257702564,-22.479166666666828,False,0.0,cued,2,120.0,12,False
sub06,test,1,34,17.227520833333333,17.165333333333333,33.0,-0.062187500000000284,30.271170495827246,-62.187500000000284,False,0.0,cued,2,120.0,12,False
sub06,test,1,35,17.727520833333333,17.703791666666667,34.0,-0.02372916666666569,40.97864074371281,-23.72916666666569,False,1.0,cued,2,120.0,12,False
sub06,test,1,36,18.227520833333333,18.203125,35.0,-0.024395833333333172,35.63504157499918,-24.395833333333172,False,0.0,cued,2,120.0,12,False
sub06,test,1,37,18.728645833333335,18.6915625,36.0,-0.03708333333333513,34.186287765144634,-37.08333333333513,False,0.0,cued,2,120.0,12,False
sub06,test,1,38,19.227520833333333,19.181875,37.0,-0.04564583333333161,37.95485740309899,-45.64583333333161,False,1.0,cued,2,120.0,12,False
sub06,test,1,39,19.727520833333333,19.6758125,38.0,-0.05170833333333391,37.526460987661615,-51.70833333333391,False,0.0,cued,2,120.0,12,False
sub06,test,1,40,20.227520833333333,20.1883125,39.0,-0.03920833333333462,31.845368613419996,-39.20833333333462,False,0.0,cued,2,120.0,12,False
sub06,test,1,41,20.727520833333333,20.6788125,40.0,-0.0487083333333338,49.53232408611121,-48.7083333333338,False,1.0,cued,2,120.0,12,False
sub06,test,1,42,21.227520833333333,21.1604375,41.0,-0.06708333333333272,38.49038010141346,-67.08333333333272,False,1.0,cued,2,120.0,12,False
sub06,test,1,43,21.727520833333333,21.628541666666667,42.0,-0.09897916666666617,31.014348698608654,-98.97916666666617,False,0.0,cued,2,120.0,12,False
sub06,test,1,44,22.227520833333333,22.138770833333332,43.0,-0.088750000000001,48.51529197055521,-88.750000000001,False,1.0,cued,2,120.0,12,False
sub06,test,1,45,22.727520833333333,22.6593125,44.0,-0.06820833333333454,34.35888364550809,-68.20833333333454,False,0.0,cued,2,120.0,12,False
sub06,test,1,46,23.227520833333333,23.185979166666666,45.0,-0.041541666666667254,34.194140334408374,-41.541666666667254,False,0.0,cued,2,120.0,12,False
sub06,test,1,47,23.727520833333333,23.7228125,46.0,-0.004708333333333314,44.034638323692825,-4.708333333333314,False,1.0,cued,2,120.0,12,False
sub06,test,1,48,24.227520833333333,24.182,47.0,-0.045520833333334565,33.85594482750162,-45.520833333334565,False,0.0,cued,2,120.0,12,False
sub06,test,1,49,24.727520833333333,24.709083333333332,48.0,-0.018437500000000995,29.94736797193429,-18.437500000000995,False,0.0,cued,2,120.0,12,False
sub06,test,1,50,25.227520833333333,25.162854166666666,49.0,-0.06466666666666754,41.395585798237974,-64.66666666666754,False,1.0,cued,2,120.0,12,False
sub06,test,1,51,25.727520833333333,25.6485,50.0,-0.07902083333333465,36.225467279133746,-79.02083333333465,False,0.0,cued,2,120.0,12,False
sub06,test,1,52,26.228666666666665,26.130333333333333,51.0,-0.09833333333333272,30.52739352195929,-98.33333333333272,False,0.0,cued,2,120.0,12,False
sub06,test,1,53,26.727520833333333,26.6699375,52.0,-0.05758333333333354,40.33958977219647,-57.58333333333354,False,1.0,cued,2,120.0,12,False
sub06,test,1,54,27.227520833333333,27.193583333333333,53.0,-0.0339375000000004,35.43425347450606,-33.9375000000004,False,0.0,cued,2,120.0,12,False
sub06,test,1,55,27.727520833333333,27.672854166666667,54.0,-0.054666666666665975,31.028242197549556,-54.666666666665975,False,0.0,cued,2,120.0,12,False
sub06,test,1,56,28.227520833333333,28.199895833333333,55.0,-0.027625000000000455,41.281724983608285,-27.625000000000455,False,1.0,cued,2,120.0,12,False
sub06,test,1,57,28.727520833333333,28.694854166666666,56.0,-0.03266666666666751,33.65999742031846,-32.66666666666751,False,0.0,cued,2,120.0,12,False
sub06,test,1,58,29.227520833333333,29.19279166666667,57.0,-0.03472916666666492,26.47877871766141,-34.72916666666492,False,0.0,cued,2,120.0,12,False
sub06,test,1,59,29.728666666666665,29.712520833333333,58.0,-0.01614583333333286,41.42327035276569,-16.14583333333286,False,1.0,cued,2,120.0,12,False
sub06,test,2,0,0.21864583333333334,0.3400416666666667,0.0,0.12139583333333334,17.1887635646842,121.39583333333334,False,0.0,spontaneous,2,112.0,0,False
sub06,test,2,1,0.7532291666666666,0.8527083333333333,1.0,0.09947916666666667,37.53986272762243,99.47916666666667,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,2,1.2889375,1.2906666666666666,2.0,0.0017291666666665595,30.741904626981665,1.7291666666665595,False,0.0,spontaneous,2,112.0,0,False
sub06,test,2,3,1.8246458333333333,1.8143333333333334,3.0,-0.010312499999999947,35.00499669692285,-10.312499999999947,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,4,2.3603541666666668,2.3386458333333335,4.0,-0.02170833333333322,10.788292444798893,-21.70833333333322,False,0.0,spontaneous,2,112.0,0,False
sub06,test,2,5,2.8960625,2.8486458333333333,5.0,-0.047416666666666885,40.647347169774626,-47.416666666666885,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,6,3.431770833333333,3.3664583333333336,6.0,-0.06531249999999966,7.352328417246335,-65.31249999999966,False,0.0,spontaneous,2,112.0,0,False
sub06,test,2,7,3.9674791666666667,3.9442083333333335,7.0,-0.02327083333333313,42.781284719815375,-23.27083333333313,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,8,4.5031875,4.433854166666666,8.0,-0.06933333333333369,29.14843198246193,-69.33333333333368,False,0.0,spontaneous,2,112.0,0,False
sub06,test,2,9,5.038895833333333,5.020333333333333,9.0,-0.018562499999999815,42.317647118331166,-18.562499999999815,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,10,5.574604166666667,5.549604166666667,10.0,-0.025000000000000355,31.50939488714841,-25.000000000000355,False,0.0,spontaneous,2,112.0,0,False
sub06,test,2,11,6.1103125,6.074541666666667,11.0,-0.03577083333333331,42.72734678208426,-35.77083333333331,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,12,6.646020833333333,6.618270833333334,12.0,-0.027749999999999275,34.48981637828417,-27.749999999999275,False,0.0,spontaneous,2,112.0,0,False
sub06,test,2,13,7.181729166666667,7.201270833333333,13.0,0.019541666666666124,43.32347270945745,19.541666666666124,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,14,7.7174375,7.69775,14.0,-0.019687499999999858,34.90575185365746,-19.687499999999858,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,15,8.253145833333333,8.195125,15.0,-0.05802083333333208,30.016805402013972,-58.02083333333208,False,0.0,spontaneous,2,112.0,0,False
sub06,test,2,16,8.788854166666667,8.7403125,16.0,-0.04854166666666693,42.821070063255384,-48.54166666666693,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,17,9.3245625,9.2508125,17.0,-0.07375000000000043,25.6542144487008,-73.75000000000043,False,0.0,spontaneous,2,112.0,0,False
sub06,test,2,18,9.860270833333333,9.819729166666667,18.0,-0.04054166666666603,33.17422992143491,-40.54166666666603,False,0.0,spontaneous,2,112.0,0,False
sub06,test,2,19,10.395979166666667,10.316833333333333,19.0,-0.07914583333333347,43.17507496589468,-79.14583333333347,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,20,10.9316875,10.830791666666666,20.0,-0.1008958333333343,35.06187538663063,-100.8958333333343,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,21,11.467395833333333,11.402875,21.0,-0.06452083333333292,35.92797857693988,-64.52083333333292,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,22,12.003104166666667,11.940604166666667,22.0,-0.0625,41.3339216726834,-62.5,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,23,12.5388125,12.449104166666666,23.0,-0.08970833333333417,29.1603809899258,-89.70833333333417,False,0.0,spontaneous,2,112.0,0,False
sub06,test,2,24,13.074520833333333,12.990833333333333,24.0,-0.08368749999999991,27.1721903386698,-83.68749999999991,False,0.0,spontaneous,2,112.0,0,False
sub06,test,2,25,13.610229166666667,13.526208333333333,25.0,-0.08402083333333366,38.828747667922556,-84.02083333333366,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,26,14.1459375,14.060416666666667,26.0,-0.08552083333333371,34.68570083087415,-85.52083333333371,False,1.0,spontaneous,2,112.0,0,False
sub06,test,2,27,14.681645833333333,14.557416666666667,27.0,-0.12422916666666595,8.576256132888805,-124.22916666666595,False,0.0,spontaneous,2,112.0,0,False
