subject,trial,meter,switch_beat,tau_mean,tau_lo,tau_hi,max_rhat,converged
sub06,1,2,24.0,26.666334210458963,24.152456976934793,28.631072191377587,1.0015729772272628,True
sub06,4,2,28.8,28.758768815099813,26.762396249170774,31.06982579768049,1.0010917404664685,True
sub06,7,2,24.266666666666666,23.605612250505423,21.891807826133395,25.90594358145847,1.0030414884239296,True
sub06,9,3,25.2,38.315048389396104,25.23311715303986,42.316680289834494,1.0078523800345482,True
sub06,12,3,23.2,24.419086196369374,22.194890897359695,26.314838579831903,1.0013343974517208,True
sub06,13,3,22.4,22.646583923571033,19.632701397957778,23.905428989163106,1.0043237925691701,True
sub06,16,3,26.133333333333333,27.29945162490123,24.996848919337033,28.976019080572087,1.0036914931295804,True
sub06,17,2,30.0,30.319333212308305,27.99968186405804,32.00303987239962,1.001187131470125,True
sub06,19,2,28.0,28.160348053875982,26.27942676537447,29.794309678742103,1.0027574561688146,True
sub06,20,3,30.933333333333334,31.454833992550622,30.630396303292112,32.203927023660086,1.0022826798032178,True
