subject,phase,trial,condition,meter,bpm,switch_time,click_idx,click_time_s
sub06,test,1,cued,2,120.0,12,0,0.22752083333333334
sub06,test,1,cued,2,120.0,12,1,0.7275208333333333
sub06,test,1,cued,2,120.0,12,2,1.2275208333333334
sub06,test,1,cued,2,120.0,12,3,1.7275208333333334
sub06,test,1,cued,2,120.0,12,4,2.227520833333333
sub06,test,1,cued,2,120.0,12,5,2.727520833333333
sub06,test,1,cued,2,120.0,12,6,3.227520833333333
sub06,test,1,cued,2,120.0,12,7,3.727520833333333
sub06,test,1,cued,2,120.0,12,8,4.227520833333333
sub06,test,1,cued,2,120.0,12,9,4.727520833333333
sub06,test,1,cued,2,120.0,12,10,5.228666666666666
sub06,test,1,cued,2,120.0,12,11,5.727520833333333
sub06,test,1,cued,2,120.0,12,12,6.227520833333333
sub06,test,1,cued,2,120.0,12,13,6.727520833333333
sub06,test,1,cued,2,120.0,12,14,7.227520833333333
sub06,test,1,cued,2,120.0,12,15,7.727520833333333
sub06,test,1,cued,2,120.0,12,16,8.227520833333333
sub06,test,1,cued,2,120.0,12,17,8.728666666666667
sub06,test,1,cued,2,120.0,12,18,9.227520833333333
sub06,test,1,cued,2,120.0,12,19,9.727520833333333
sub06,test,1,cued,2,120.0,12,20,10.228666666666667
sub06,test,1,cued,2,120.0,12,21,10.727520833333333
sub06,test,1,cued,2,120.0,12,22,11.227520833333333
sub06,test,1,cued,2,120.0,12,23,11.727520833333333
sub06,test,1,cued,2,120.0,12,24,12.227520833333333
sub06,test,1,cued,2,120.0,12,25,12.727520833333333
sub06,test,1,cued,2,120.0,12,26,13.227520833333333
sub06,test,1,cued,2,120.0,12,27,13.727520833333333
sub06,test,1,cued,2,120.0,12,28,14.227520833333333
sub06,test,1,cued,2,120.0,12,29,14.727520833333333
sub06,test,1,cued,2,120.0,12,30,15.227520833333333
sub06,test,1,cued,2,120.0,12,31,15.727520833333333
sub06,test,1,cued,2,120.0,12,32,16.227520833333333
sub06,test,1,cued,2,120.0,12,33,16.727520833333333
sub06,test,1,cued,2,120.0,12,34,17.227520833333333
sub06,test,1,cued,2,120.0,12,35,17.727520833333333
sub06,test,1,cued,2,120.0,12,36,18.227520833333333
sub06,test,1,cued,2,120.0,12,37,18.728645833333335
sub06,test,1,cued,2,120.0,12,38,19.227520833333333
sub06,test,1,cued,2,120.0,12,39,19.727520833333333
sub06,test,1,cued,2,120.0,12,40,20.228666666666665
sub06,test,1,cued,2,120.0,12,41,20.727520833333333
sub06,test,1,cued,2,120.0,12,42,21.227520833333333
sub06,test,1,cued,2,120.0,12,43,21.727520833333333
sub06,test,1,cued,2,120.0,12,44,22.227520833333333
sub06,test,1,cued,2,120.0,12,45,22.727520833333333
sub06,test,1,cued,2,120.0,12,46,23.227520833333333
sub06,test,1,cued,2,120.0,12,47,23.727520833333333
sub06,test,1,cued,2,120.0,12,48,24.227520833333333
sub06,test,1,cued,2,120.0,12,49,24.727520833333333
sub06,test,1,cued,2,120.0,12,50,25.227520833333333
sub06,test,1,cued,2,120.0,12,51,25.727520833333333
sub06,test,1,cued,2,120.0,12,52,26.228666666666665
sub06,test,1,cued,2,120.0,12,53,26.727520833333333
sub06,test,1,cued,2,120.0,12,54,27.227520833333333
sub06,test,1,cued,2,120.0,12,55,27.727520833333333
sub06,test,1,cued,2,120.0,12,56,28.227520833333333
sub06,test,1,cued,2,120.0,12,57,28.727520833333333
sub06,test,1,cued,2,120.0,12,58,29.227520833333333
sub06,test,1,cued,2,120.0,12,59,29.727520833333333
sub06,test,2,spontaneous,2,112.0,0,0,0.21864583333333334
sub06,test,2,spontaneous,2,112.0,0,1,0.7532291666666666
sub06,test,2,spontaneous,2,112.0,0,2,1.2889375
sub06,test,2,spontaneous,2,112.0,0,3,1.8246458333333333
