subject,trial,meter,n_pulses,bpm,tau_mean,tau_lo,tau_hi,tau_ci_width,tau_mean_s,max_rhat,converged
sub08,3,2,52,104.0,17.31905032847216,10.58849871305563,27.04683389673293,16.4583351836773,9.991759804887785,1.0020362210810247,True
sub08,6,2,55,112.0,22.458214043192733,21.166319731341325,24.679179632349257,3.512859901007932,12.031186094567534,1.0026073487512073,True
sub08,7,3,54,108.0,22.9859179628587,20.451798251317634,24.89221613274097,4.440417881423336,12.769954423810388,1.0021098798944745,True
sub08,9,2,50,100.0,25.3198148162608,23.44747590906552,27.05821837200793,3.610742462942408,15.191888889756479,1.0016870943497174,True
sub08,11,3,57,116.0,33.6494299252604,21.8961766417467,38.62400473439109,16.727828092644394,17.404877547548484,1.0038163255714323,True
sub08,13,3,54,108.0,41.44282356746304,38.24663946516059,45.98857958619662,7.741940121036031,23.0237908708128,1.0066401879920326,True
sub08,14,3,60,120.0,22.804150595841193,9.795380424572794,45.198180714532484,35.402800289959686,11.402075297920597,1.0109589335383136,True
sub08,16,2,45,100.0,25.54944668710574,4.468234686723025,43.73195634528883,39.26372165856581,15.329668012263443,1.000875077665373,True
sub08,17,2,50,100.0,20.244606254811345,15.795900685193942,28.755772568687824,12.959871883493882,12.146763752886807,1.0045400347608853,True
sub08,20,3,48,100.0,33.98737958559224,26.35088591919408,52.064185611377304,25.713299692183224,20.392427751355342,1.0017013804147292,True
