subject,phase,trial,condition,n_clicks,expected_n_clicks,click_ioi_std_ms,click_flagged,n_taps,snr_ratio,bleed_frac,bleed_flagged,low_confidence_trial,duration_diff_ms
sub04,test,1,spontaneous,57,58,0.26284476030547504,False,57,1678.6357294334966,0.017543859649122806,False,False,0.0
sub04,test,2,cued,52,51,0.480821650631847,False,52,1679.5554977563727,0.057692307692307696,False,False,0.0
sub04,test,3,spontaneous,60,59,0.49437550379534045,False,59,2450.4085545726102,0.1016949152542373,False,False,0.0
sub04,test,4,cued,57,57,0.4533428778220942,False,57,1982.4048049854225,0.07017543859649122,False,False,0.0
sub04,test,5,cued,52,51,0.422838517134413,False,52,1923.7164918558776,0.09615384615384616,False,False,0.0
sub04,test,6,cued,52,51,0.3567844225918918,False,52,1881.1019384485157,0.11538461538461539,False,False,0.0
sub04,test,7,spontaneous,56,56,0.45839343457662585,False,56,1596.8691084614234,0.10714285714285714,False,False,0.0
sub04,test,8,spontaneous,57,58,0.3993609316579394,False,56,2066.554344279341,0.07142857142857142,False,False,0.0
sub04,test,9,cued,60,59,0.49195038937987057,False,60,1862.7872304642383,0.1,False,False,0.0
sub04,test,10,cued,60,59,0.257647406030282,False,60,1588.8087752308645,0.18333333333333332,False,False,0.0
sub04,test,11,spontaneous,54,59,92.34824345053174,True,38,993.7151127740151,0.02631578947368421,False,True,0.0
sub04,test,12,cued,60,59,0.33299913522981894,False,58,1838.0045429814952,0.1206896551724138,False,False,0.0
sub04,test,13,cued,50,49,0.4324525129633357,False,50,1912.3143181941384,0.08,False,False,0.0
sub04,test,14,spontaneous,57,57,0.2644183925158247,False,57,1884.9929035685084,0.07017543859649122,False,False,0.0
sub04,test,15,spontaneous,52,51,0.27699572725742094,False,52,1849.9273670499163,0.038461538461538464,False,False,0.0
sub04,test,16,cued,52,51,0.4239125508684138,False,52,1624.7610289681456,0.057692307692307696,False,False,0.0
sub04,test,17,spontaneous,52,51,0.3567979857565658,False,52,1495.6222559014498,0.057692307692307696,False,False,0.0
sub04,test,18,spontaneous,60,59,0.39216191354680663,False,60,1513.676554338953,0.1,False,False,0.0
sub04,test,19,cued,52,51,0.4217186204004954,False,52,1525.6621997528937,0.09615384615384616,False,False,0.0
sub04,test,20,spontaneous,52,51,0.3554700913720454,False,52,1607.2093139824456,0.07692307692307693,False,False,0.0
